id,proba
800,0.20294117647058824
801,0.20294117647058824
802,0.20294117647058824
803,0.2127659574468085
804,0.20294117647058824
805,0.6176470588235294
806,0.52
807,0.2127659574468085
808,1.0
809,0.20294117647058824
810,0.52
811,0.52
812,0.6176470588235294
813,1.0
814,0.30612244897959184
815,1.0
816,0.20294117647058824
817,0.20294117647058824
818,0.30612244897959184
819,0.20294117647058824
820,0.2127659574468085
821,0.20294117647058824
822,0.30612244897959184
823,0.2127659574468085
824,0.20294117647058824
825,0.20294117647058824
826,0.20294117647058824
827,0.20294117647058824
828,0.30612244897959184
829,0.30612244897959184
830,0.20294117647058824
831,0.52
832,0.6176470588235294
833,0.20294117647058824
834,0.20294117647058824
835,0.2127659574468085
836,0.52
837,0.52
838,0.20294117647058824
839,0.20294117647058824
840,0.6176470588235294
841,0.20294117647058824
842,0.20294117647058824
843,0.20294117647058824
844,0.20294117647058824
845,0.20294117647058824
846,0.20294117647058824
847,0.52
848,0.20294117647058824
849,0.52
850,0.20294117647058824
851,0.20294117647058824
852,0.20294117647058824
853,0.20294117647058824
854,0.30612244897959184
855,0.20294117647058824
856,0.52
857,0.20294117647058824
858,0.20294117647058824
859,0.20294117647058824
860,0.20294117647058824
861,0.20294117647058824
862,0.20294117647058824
863,0.20294117647058824
864,0.20294117647058824
865,0.20294117647058824
866,0.20294117647058824
867,0.20294117647058824
868,0.30612244897959184
869,0.52
870,0.30612244897959184
871,0.20294117647058824
872,0.20294117647058824
873,0.52
874,0.20294117647058824
875,0.20294117647058824
876,0.20294117647058824
877,0.6176470588235294
878,0.20294117647058824
879,0.20294117647058824
880,0.20294117647058824
881,0.20294117647058824
882,0.20294117647058824
883,0.2127659574468085
884,0.20294117647058824
885,0.52
886,0.20294117647058824
887,0.6176470588235294
888,0.30612244897959184
889,0.20294117647058824
890,0.20294117647058824
891,0.20294117647058824
892,0.20294117647058824
893,0.30612244897959184
894,0.2127659574468085
895,0.30612244897959184
896,0.20294117647058824
897,0.20294117647058824
898,0.20294117647058824
899,0.20294117647058824
900,0.20294117647058824
901,0.20294117647058824
902,0.30612244897959184
903,0.20294117647058824
904,0.52
905,0.52
906,0.20294117647058824
907,0.6176470588235294
908,0.20294117647058824
909,0.20294117647058824
910,0.30612244897959184
911,0.20294117647058824
912,0.20294117647058824
913,0.20294117647058824
914,0.20294117647058824
915,0.30612244897959184
916,0.20294117647058824
917,1.0
918,0.20294117647058824
919,0.20294117647058824
920,0.20294117647058824
921,0.30612244897959184
922,0.20294117647058824
923,0.20294117647058824
924,0.20294117647058824
925,0.2127659574468085
926,0.52
927,0.30612244897959184
928,0.20294117647058824
929,0.20294117647058824
930,0.20294117647058824
931,0.20294117647058824
932,0.2127659574468085
933,0.2127659574468085
934,0.20294117647058824
935,0.20294117647058824
936,0.52
937,0.20294117647058824
938,0.30612244897959184
939,0.20294117647058824
940,0.20294117647058824
941,0.20294117647058824
942,0.52
943,0.20294117647058824
944,0.20294117647058824
945,0.30612244897959184
946,0.20294117647058824
947,0.20294117647058824
948,0.20294117647058824
949,0.20294117647058824
950,0.20294117647058824
951,0.6176470588235294
952,0.20294117647058824
953,0.6176470588235294
954,0.20294117647058824
955,0.2127659574468085
956,0.20294117647058824
957,0.2127659574468085
958,0.20294117647058824
959,0.20294117647058824
960,0.20294117647058824
961,0.20294117647058824
962,0.20294117647058824
963,0.20294117647058824
964,0.52
965,0.20294117647058824
966,0.20294117647058824
967,0.20294117647058824
968,0.6176470588235294
969,0.20294117647058824
970,0.20294117647058824
971,0.20294117647058824
972,0.2127659574468085
973,0.30612244897959184
974,0.20294117647058824
975,0.52
976,0.52
977,0.20294117647058824
978,0.20294117647058824
979,0.52
980,0.20294117647058824
981,0.30612244897959184
982,0.20294117647058824
983,0.6176470588235294
984,0.20294117647058824
985,0.20294117647058824
986,0.30612244897959184
987,0.20294117647058824
988,0.20294117647058824
989,0.20294117647058824
990,0.20294117647058824
991,0.20294117647058824
992,0.20294117647058824
993,0.30612244897959184
994,0.20294117647058824
995,0.20294117647058824
996,0.20294117647058824
997,0.52
998,0.6176470588235294
999,0.6176470588235294
